URL,Type,Region,Service,Initial Status,Retry Status,Final Status,Redirect URL,Error Type,Remarks
"https://www.moduclean.co.kr/seoul/jongno-gu/fire-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/window-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/floor-wax-coating","district","seoul","","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/signboard-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/awning-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/interior-post-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/hood-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/hoarder-house-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/completion-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/special-cleaning","district","seoul","special-cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/floor-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/office-cleaning","district","seoul","office-cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/move-in-cleaning","district","seoul","move-in-cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/moving-cleaning","district","seoul","cleaning","200","","200","","",""
"https://www.moduclean.co.kr/seoul/jongno-gu/store-cleaning","district","seoul","cleaning","200","","200","","",""
